0.300000  0.049480
0.302000  0.049480
0.304000  0.049610
0.306000  0.049730
0.308000  0.049860
0.310000  0.049980
0.312000  0.050110
0.314000  0.050230
0.316000  0.050360
0.318000  0.050480
0.320000  0.050610
0.322000  0.050730
0.324000  0.050860
0.326000  0.050980
0.328000  0.051110
0.330000  0.051230
0.332000  0.051360
0.334000  0.051480
0.336000  0.051610
0.338000  0.051730
0.340000  0.051860
0.342000  0.051980
0.344000  0.052110
0.346000  0.052230
0.348000  0.052360
0.350000  0.052480
0.352000  0.052610
0.354000  0.052730
0.356000  0.052860
0.358000  0.052980
0.360000  0.053110
0.362000  0.053230
0.364000  0.053360
0.366000  0.053480
0.368000  0.053610
0.370000  0.053730
0.372000  0.053860
0.374000  0.053980
0.376000  0.054110
0.378000  0.054230
0.380000  0.054360
0.382000  0.054480
0.384000  0.054610
0.386000  0.054730
0.388000  0.054860
0.390000  0.054980
0.392000  0.055110
0.394000  0.055230
0.396000  0.055360
0.398000  0.055480
0.400000  0.055610
0.402000  0.055730
0.404000  0.055850
0.406000  0.055980
0.408000  0.056090
0.410000  0.056210
0.412000  0.056340
0.414000  0.056450
0.416000  0.056580
0.418000  0.056690
0.420000  0.056820
0.422000  0.056940
0.424000  0.057060
0.426000  0.057180
0.428000  0.057290
0.430000  0.057420
0.432000  0.057540
0.434000  0.057660
0.436000  0.057780
0.438000  0.057900
0.440000  0.058020
0.442000  0.058140
0.444000  0.058260
0.446000  0.058380
0.448000  0.058500
0.450000  0.058620
0.452000  0.058740
0.454000  0.058860
0.456000  0.058990
0.458000  0.059110
0.460000  0.059230
0.462000  0.059350
0.464000  0.059470
0.466000  0.059590
0.468000  0.059710
0.470000  0.059830
0.472000  0.059950
0.474000  0.060080
0.476000  0.060190
0.478000  0.060320
0.480000  0.060440
0.482000  0.060560
0.484000  0.060680
0.486000  0.060900
0.488000  0.061290
0.490000  0.061820
0.492000  0.062490
0.494000  0.063310
0.496000  0.064120
0.498000  0.064420
0.500000  0.065200
0.502000  0.066270
0.504000  0.066380
0.506000  0.067470
0.508000  0.068560
0.510000  0.069500
0.512000  0.071600
0.514000  0.074580
0.516000  0.077350
0.518000  0.080630
0.520000  0.083850
0.522000  0.086970
0.524000  0.091250
0.526000  0.095090
0.528000  0.099010
0.530000  0.101810
0.532000  0.103730
0.534000  0.105040
0.536000  0.106210
0.538000  0.107060
0.540000  0.106880
0.542000  0.107030
0.544000  0.108400
0.546000  0.109190
0.548000  0.109280
0.550000  0.109360
0.552000  0.108980
0.554000  0.107880
0.556000  0.106530
0.558000  0.104440
0.560000  0.101720
0.562000  0.099370
0.564000  0.096870
0.566000  0.093800
0.568000  0.091190
0.570000  0.088460
0.572000  0.085500
0.574000  0.083240
0.576000  0.081310
0.578000  0.079020
0.580000  0.077750
0.582000  0.076530
0.584000  0.075150
0.586000  0.074780
0.588000  0.074520
0.590000  0.073660
0.592000  0.073200
0.594000  0.072950
0.596000  0.072390
0.598000  0.071640
0.600000  0.071060
0.602000  0.070250
0.604000  0.069000
0.606000  0.067560
0.608000  0.066350
0.610000  0.065230
0.612000  0.063230
0.614000  0.062030
0.616000  0.061730
0.618000  0.061380
0.620000  0.061030
0.622000  0.061060
0.624000  0.060980
0.626000  0.060810
0.628000  0.060160
0.630000  0.059160
0.632000  0.058320
0.634000  0.057730
0.636000  0.056650
0.638000  0.055750
0.640000  0.054850
0.642000  0.053650
0.644000  0.052700
0.646000  0.052150
0.648000  0.051740
0.650000  0.051550
0.652000  0.051360
0.654000  0.050570
0.656000  0.049830
0.658000  0.049300
0.660000  0.048950
0.662000  0.048560
0.664000  0.047910
0.666000  0.047570
0.668000  0.047530
0.670000  0.047820
0.672000  0.048120
0.674000  0.048220
0.676000  0.048720
0.678000  0.049360
0.680000  0.050060
0.682000  0.051070
0.684000  0.051770
0.686000  0.052940
0.688000  0.055920
0.690000  0.059890
0.692000  0.066140
0.694000  0.076300
0.696000  0.088130
0.698000  0.099500
0.700000  0.113100
0.702000  0.128770
0.704000  0.145110
0.706000  0.162300
0.708000  0.180820
0.710000  0.199170
0.712000  0.218150
0.714000  0.238420
0.716000  0.258500
0.718000  0.279130
0.720000  0.301230
0.722000  0.321240
0.724000  0.339810
0.726000  0.360680
0.728000  0.378320
0.730000  0.393950
0.732000  0.410850
0.734000  0.426110
0.736000  0.439400
0.738000  0.451790
0.740000  0.463280
0.742000  0.472540
0.744000  0.481630
0.746000  0.489870
0.748000  0.496060
0.750000  0.501840
0.752000  0.506710
0.754000  0.510560
0.756000  0.513840
0.758000  0.516680
0.760000  0.518890
0.762000  0.520670
0.764000  0.522450
0.766000  0.523980
0.768000  0.525530
0.770000  0.527630
0.772000  0.529420
0.774000  0.530320
0.776000  0.530570
0.778000  0.530570
0.780000  0.531470
0.782000  0.533030
0.784000  0.534780
0.786000  0.535950
0.788000  0.536990
0.790000  0.538040
0.792000  0.538090
0.794000  0.537460
0.796000  0.537020
0.798000  0.537840
0.800000  0.539000
0.820000  0.545030
0.840000  0.547520
0.860000  0.551460
0.880000  0.553950
0.900000  0.553860
0.920000  0.553930
0.940000  0.547720
0.960000  0.531390
0.980000  0.531880
1.000000  0.538580
